,ds,cnp_fi,cnp_fi_pred,day,hour,diff
40,2021-12-06 16:00:00,13.3,13.835071563720703,6,16,0.5350715637207024
41,2021-12-06 17:00:00,13.29,13.959434509277344,6,17,0.6694345092773446
42,2021-12-06 18:00:00,13.21,13.987339973449707,6,18,0.7773399734497062
43,2021-12-06 19:00:00,12.99,13.859783172607422,6,19,0.8697831726074217
44,2021-12-06 20:00:00,12.68,13.726234436035156,6,20,1.0462344360351565
45,2021-12-06 21:00:00,12.97,13.49685287475586,6,21,0.5268528747558587
46,2021-12-06 22:00:00,12.87,13.339295387268066,6,22,0.4692953872680672
47,2021-12-06 23:00:00,12.55,13.089101791381836,6,23,0.5391017913818352
48,2021-12-07 00:00:00,12.32,12.396957397460938,7,0,0.07695739746093722
49,2021-12-07 01:00:00,12.17,12.291580200195312,7,1,0.12158020019531257
50,2021-12-07 02:00:00,12.15,12.278979301452637,7,2,0.12897930145263636
51,2021-12-07 03:00:00,12.37,12.358787536621094,7,3,0.011212463378905468
52,2021-12-07 04:00:00,12.71,12.567852973937988,7,4,0.14214702606201257
53,2021-12-07 05:00:00,13.46,12.912102699279785,7,5,0.5478973007202157
54,2021-12-07 06:00:00,13.57,13.208050727844238,7,6,0.361949272155762
55,2021-12-07 07:00:00,13.78,13.52468490600586,7,7,0.25531509399414
56,2021-12-07 08:00:00,13.63,13.69483470916748,7,8,0.06483470916747969
57,2021-12-07 09:00:00,13.56,13.707387924194336,7,9,0.14738792419433544
58,2021-12-07 10:00:00,13.58,13.568428039550781,7,10,0.011571960449218821
59,2021-12-07 11:00:00,13.53,13.611359596252441,7,11,0.08135959625244205
60,2021-12-07 12:00:00,13.45,13.55068302154541,7,12,0.10068302154541087
61,2021-12-07 13:00:00,13.5,13.507482528686523,7,13,0.0074825286865234375
62,2021-12-07 14:00:00,13.74,13.610187530517578,7,14,0.1298124694824221
63,2021-12-07 15:00:00,13.87,13.675355911254883,7,15,0.1946440887451164
64,2021-12-07 16:00:00,13.88,13.713604927062988,7,16,0.1663950729370125
65,2021-12-07 17:00:00,13.84,13.756762504577637,7,17,0.08323749542236314
66,2021-12-07 18:00:00,13.78,13.71632194519043,7,18,0.06367805480956967
67,2021-12-07 19:00:00,13.62,13.570699691772461,7,19,0.04930030822753828
68,2021-12-07 20:00:00,13.36,13.379210472106934,7,20,0.019210472106934162
69,2021-12-07 21:00:00,13.58,13.159201622009277,7,21,0.4207983779907227
70,2021-12-07 22:00:00,13.39,12.969282150268555,7,22,0.4207178497314459
71,2021-12-07 23:00:00,13.03,12.663987159729004,7,23,0.36601284027099545
72,2021-12-08 00:00:00,12.64,12.837099075317383,8,0,0.19709907531738224
73,2021-12-08 01:00:00,12.44,12.670341491699219,8,1,0.23034149169921925
74,2021-12-08 02:00:00,12.48,12.643613815307617,8,2,0.16361381530761676
75,2021-12-08 03:00:00,12.61,12.707376480102539,8,3,0.09737648010253963
76,2021-12-08 04:00:00,12.8,12.907790184020996,8,4,0.10779018402099538
77,2021-12-08 05:00:00,13.48,13.281997680664062,8,5,0.19800231933593793
78,2021-12-08 06:00:00,13.68,13.573659896850586,8,6,0.10634010314941378
79,2021-12-08 07:00:00,14.04,13.940045356750488,8,7,0.09995464324951087
80,2021-12-08 08:00:00,14.0,14.136931419372559,8,8,0.1369314193725586
81,2021-12-08 09:00:00,13.93,14.134079933166504,8,9,0.2040799331665042
82,2021-12-08 10:00:00,13.93,14.051589012145996,8,10,0.12158901214599638
83,2021-12-08 11:00:00,13.89,14.027304649353027,8,11,0.13730464935302678
84,2021-12-08 12:00:00,13.83,13.950251579284668,8,12,0.1202515792846679
85,2021-12-08 13:00:00,13.9,13.94847297668457,8,13,0.04847297668456996
86,2021-12-08 14:00:00,14.01,13.98599910736084,8,14,0.024000892639159943
87,2021-12-08 15:00:00,14.13,14.05592155456543,8,15,0.0740784454345711
88,2021-12-08 16:00:00,14.18,14.098522186279297,8,16,0.08147781372070284
89,2021-12-08 17:00:00,14.16,14.1651029586792,8,17,0.005102958679199077
90,2021-12-08 18:00:00,14.15,14.098424911499023,8,18,0.05157508850097692
91,2021-12-08 19:00:00,13.93,13.99167251586914,8,19,0.06167251586914091
